"obce","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","kraj","orp","okres"
"Písečná","839,00","97,00","156,00","283,00","258,00","21,00","24,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písečné","209,00","33,00","37,00","75,00","57,00","6,00","1,00","Vysočina","BYSTŘICE NAD  PERNŠT.","Žďár nad Sázavou"
"Písečné","546,00","74,00","97,00","178,00","174,00","11,00","12,00","Jihočeský kraj","DAČICE","Jindřichův Hradec"
"Písek","29 877,00","4 458,00","4 465,00","9 527,00","9 675,00","963,00","789,00","Jihočeský kraj","PÍSEK","Písek"
"Písek","202,00","45,00","23,00","62,00","56,00","8,00","8,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Písek","1 776,00","213,00","309,00","629,00","574,00","26,00","25,00","Moravskoslezský kraj","JABLUNKOV","Frýdek-Místek"
"Písková Lhota","410,00","60,00","55,00","142,00","130,00","11,00","12,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Písková Lhota","597,00","74,00","85,00","201,00","206,00","13,00","18,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Píšť","80,00","17,00","11,00","24,00","23,00","1,00","4,00","Vysočina","HUMPOLEC","Pelhřimov"
"Píšť","2 094,00","342,00","310,00","706,00","666,00","34,00","36,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Píšťany","192,00","23,00","30,00","72,00","53,00","8,00","6,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pištín","514,00","68,00","82,00","173,00","149,00","23,00","19,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Pístina","201,00","17,00","15,00","37,00","123,00","5,00","4,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Písty","368,00","60,00","41,00","118,00","125,00","9,00","15,00","Středočeský kraj","NYMBURK","Nymburk"
"Pitín","948,00","147,00","166,00","308,00","290,00","24,00","13,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Pivín","701,00","88,00","100,00","248,00","235,00","16,00","14,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Pivkovice","71,00","22,00","8,00","19,00","19,00","1,00","2,00","Jihočeský kraj","VODŇANY","Strakonice"
"Planá","265,00","23,00","52,00","83,00","90,00","8,00","9,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Planá","5 459,00","642,00","851,00","1 820,00","1 858,00","141,00","147,00","Plzeňský kraj","TACHOV","Tachov"
"Planá nad Lužnicí","3 304,00","418,00","526,00","1 102,00","1 091,00","88,00","79,00","Jihočeský kraj","TÁBOR","Tábor"
"Plaňany","1 543,00","168,00","267,00","526,00","496,00","43,00","43,00","Středočeský kraj","KOLÍN","Kolín"
"Plandry","152,00","22,00","27,00","54,00","45,00","3,00","1,00","Vysočina","JIHLAVA","Jihlava"
"Pláně","261,00","54,00","32,00","86,00","71,00","10,00","8,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plánice","1 681,00","267,00","239,00","561,00","527,00","42,00","45,00","Plzeňský kraj","KLATOVY","Klatovy"
"Plasy","2 554,00","387,00","355,00","856,00","801,00","76,00","79,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Plav","352,00","45,00","62,00","119,00","113,00","7,00","6,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice"
"Plaveč","446,00","131,00","47,00","124,00","114,00","16,00","14,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Plavsko","444,00","63,00","70,00","149,00","142,00","11,00","9,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plavy","1 072,00","136,00","189,00","358,00","328,00","35,00","26,00","Liberecký kraj","TANVALD","Jablonec n.Nisou"
"Plazy","376,00","42,00","63,00","124,00","125,00","11,00","11,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plch","91,00","17,00","16,00","28,00","26,00","2,00","2,00","Pardubický kraj","PARDUBICE","Pardubice"
"Plchov","181,00","19,00","33,00","59,00","58,00","5,00","7,00","Středočeský kraj","SLANÝ","Kladno"
"Plchovice","75,00","20,00","12,00","24,00","16,00","1,00","2,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Plenkovice","354,00","59,00","65,00","111,00","102,00","7,00","10,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pleše","183,00","40,00","22,00","57,00","55,00","6,00","3,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plesná","1 997,00","222,00","339,00","695,00","651,00","48,00","42,00","Karlovarský kraj","CHEB","Cheb"
"Plešnice","240,00","25,00","32,00","92,00","83,00","5,00","3,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pletený Újezd","403,00","65,00","51,00","117,00","140,00","21,00","9,00","Středočeský kraj","KLADNO","Kladno"
"Plískov","126,00","35,00","13,00","37,00","31,00","4,00","6,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Ploskovice","384,00","52,00","55,00","135,00","116,00","14,00","12,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Pluhův Žďár","612,00","92,00","85,00","225,00","187,00","9,00","14,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Plumlov","2 442,00","391,00","360,00","805,00","734,00","75,00","77,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Plužná","205,00","22,00","41,00","70,00","58,00","9,00","5,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Plzeň","162 759,00","26 308,00","20 966,00","51 623,00","52 650,00","5 966,00","5 246,00","Plzeňský kraj","PLZEŇ","Plzeň-město"
"Pnětluky","328,00","36,00","51,00","108,00","108,00","14,00","11,00","Ústecký kraj","LOUNY","Louny"
"Pňov-Předhradí","2","2","2","2","2","2","2","Středočeský kraj","KOLÍN","Kolín"
"Pňovany","356,00","71,00","41,00","113,00","107,00","13,00","11,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Pňovice","841,00","92,00","125,00","313,00","267,00","21,00","23,00","Olomoucký kraj","LITOVEL","Olomouc"
"Poběžovice","1 687,00","183,00","274,00","565,00","565,00","48,00","52,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Poběžovice u Holic","212,00","27,00","35,00","77,00","66,00","3,00","4,00","Pardubický kraj","HOLICE","Pardubice"
"Poběžovice u Přelouče","94,00","12,00","14,00","33,00","30,00","2,00","3,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Počaply","105,00","15,00","17,00","39,00","30,00","2,00","2,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Počátky","2 695,00","415,00","422,00","851,00","826,00","105,00","76,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Počedělice","260,00","45,00","47,00","77,00","74,00","8,00","9,00","Ústecký kraj","LOUNY","Louny"
"Počenice-Tetětice","782,00","101,00","117,00","271,00","253,00","22,00","18,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Počepice","509,00","71,00","74,00","172,00","165,00","14,00","13,00","Středočeský kraj","SEDLČANY","Příbram"
"Pochvalov","259,00","48,00","30,00","85,00","84,00","9,00","3,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Pocinovice","524,00","74,00","57,00","192,00","176,00","14,00","11,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Počítky","200,00","20,00","38,00","60,00","74,00","2,00","6,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Podbořanský Rohozec","126,00","16,00","18,00","39,00","46,00","3,00","4,00","Ústecký kraj","PODBOŘANY","Louny"
"Podbořany","6 298,00","787,00","1 101,00","2 064,00","2 052,00","170,00","124,00","Ústecký kraj","PODBOŘANY","Louny"
"Podbrdy","170,00","38,00","19,00","56,00","47,00","5,00","5,00","Středočeský kraj","BEROUN","Beroun"
"Podbřezí","487,00","60,00","80,00","163,00","149,00","18,00","17,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Podbřežice","225,00","47,00","39,00","66,00","62,00","6,00","5,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Poděbrady","13 250,00","2 257,00","1 721,00","4 177,00","4 240,00","452,00","403,00","Středočeský kraj","PODĚBRADY","Nymburk"
"Poděšín","252,00","31,00","41,00","91,00","77,00","3,00","9,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Poděvousy","244,00","36,00","43,00","81,00","66,00","11,00","7,00","Plzeňský kraj","HORŠOVSKÝ TÝN","Domažlice"
"Podhořany u Ronova","291,00","66,00","31,00","98,00","79,00","11,00","6,00","Pardubický kraj","CHRUDIM","Chrudim"
"Podhorní Újezd a Vojice","596,00","81,00","91,00","199,00","193,00","15,00","17,00","Královéhradecký kraj","HOŘICE","Jičín"
"Podhradí","200,00","28,00","42,00","70,00","57,00","3,00","0,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Podhradí","130,00","21,00","18,00","45,00","36,00","5,00","5,00","Karlovarský kraj","AŠ","Cheb"
"Podhradí","406,00","71,00","50,00","137,00","129,00","13,00","6,00","Královéhradecký kraj","JIČÍN","Jičín"
"Podhradí nad Dyjí","46,00","12,00","3,00","17,00","10,00","2,00","2,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podhradní Lhota","523,00","74,00","81,00","191,00","151,00","13,00","13,00","Zlínský kraj","BYSTŘICE POD HOSTÝNEM","Kroměříž"
"Podivice","184,00","26,00","31,00","60,00","56,00","6,00","5,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Podivín","2 894,00","422,00","396,00","950,00","942,00","97,00","87,00","Jihomoravský kraj","BŘECLAV","Břeclav"
"Podkopná Lhota","315,00","59,00","45,00","104,00","92,00","8,00","7,00","Zlínský kraj","VIZOVICE","Zlín"
"Podlesí","916,00","152,00","127,00","299,00","281,00","31,00","26,00","Středočeský kraj","PŘÍBRAM","Příbram"
"Podlesí","245,00","32,00","39,00","83,00","81,00","5,00","5,00","Pardubický kraj","VYSOKÉ MÝTO","Ústí nad Orlicí"
"Podlešín","296,00","43,00","47,00","99,00","82,00","13,00","12,00","Středočeský kraj","SLANÝ","Kladno"
"Podluhy","591,00","109,00","80,00","180,00","183,00","21,00","18,00","Středočeský kraj","HOŘOVICE","Beroun"
"Podmoklany","137,00","26,00","9,00","59,00","37,00","4,00","2,00","Vysočina","CHOTĚBOŘ","Havlíčkův Brod"
"Podmokly","179,00","26,00","18,00","66,00","59,00","4,00","6,00","Plzeňský kraj","SUŠICE","Klatovy"
"Podmokly","277,00","41,00","36,00","94,00","86,00","8,00","12,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Podmoky","85,00","27,00","6,00","22,00","19,00","7,00","4,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Podmolí","158,00","13,00","16,00","55,00","60,00","8,00","6,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podmyče","99,00","13,00","13,00","41,00","29,00","2,00","1,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Podolanka","503,00","69,00","62,00","161,00","180,00","14,00","17,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Podolí","92,00","17,00","14,00","30,00","26,00","2,00","3,00","Vysočina","NOVÉ MĚSTO NA MORAVĚ","Žďár nad Sázavou"
"Podolí","199,00","41,00","27,00","63,00","59,00","6,00","3,00","Olomoucký kraj","PŘEROV","Přerov"
"Podolí","786,00","113,00","120,00","275,00","248,00","14,00","16,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Podolí","1 163,00","177,00","167,00","406,00","344,00","36,00","33,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Podolí","234,00","25,00","45,00","81,00","71,00","7,00","5,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Podolí I","337,00","51,00","42,00","116,00","104,00","12,00","12,00","Jihočeský kraj","PÍSEK","Písek"
"Podomí","430,00","54,00","62,00","150,00","136,00","12,00","16,00","Jihomoravský kraj","VYŠKOV","Vyškov"
"Podsedice","655,00","112,00","87,00","222,00","196,00","16,00","22,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Podůlšany","140,00","24,00","15,00","50,00","45,00","2,00","4,00","Pardubický kraj","PARDUBICE","Pardubice"
"Podůlší","232,00","19,00","39,00","88,00","81,00","2,00","3,00","Královéhradecký kraj","JIČÍN","Jičín"
"Podveky","220,00","42,00","28,00","70,00","70,00","3,00","7,00","Středočeský kraj","KUTNÁ HORA","Kutná Hora"
"Pohled","773,00","120,00","114,00","243,00","245,00","28,00","23,00","Vysočina","HAVLÍČKŮV BROD","Havlíčkův Brod"
"Pohledy","340,00","42,00","62,00","119,00","101,00","7,00","9,00","Pardubický kraj","SVITAVY","Svitavy"
"Pohnánec","61,00","11,00","10,00","17,00","18,00","2,00","3,00","Jihočeský kraj","TÁBOR","Tábor"
"Pohnání","82,00","14,00","12,00","30,00","22,00","2,00","2,00","Jihočeský kraj","TÁBOR","Tábor"
"Pohořelice","814,00","148,00","121,00","255,00","243,00","26,00","21,00","Zlínský kraj","OTROKOVICE","Zlín"
"Pohořelice","2","2","2","2","2","2","2","Jihomoravský kraj","POHOŘELICE","Brno-venkov"
"Pohoří","229,00","25,00","33,00","100,00","61,00","8,00","2,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Pohoří","606,00","71,00","119,00","195,00","197,00","14,00","10,00","Královéhradecký kraj","DOBRUŠKA","Rychnov nad Kněžnou"
"Pohorovice","74,00","9,00","12,00","29,00","21,00","1,00","2,00","Jihočeský kraj","VODŇANY","Strakonice"
"Pohorská Ves","321,00","16,00","73,00","134,00","89,00","4,00","5,00","Jihočeský kraj","KAPLICE","Český Krumlov"
"Pojbuky","123,00","22,00","9,00","46,00","40,00","4,00","2,00","Jihočeský kraj","TÁBOR","Tábor"
"Pokojov","153,00","22,00","30,00","44,00","44,00","6,00","7,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Pokojovice","87,00","14,00","16,00","28,00","23,00","2,00","4,00","Vysočina","TŘEBÍČ","Třebíč"
"Pokřikov","275,00","46,00","58,00","78,00","82,00","7,00","4,00","Pardubický kraj","HLINSKO","Chrudim"
"Polánka","46,00","11,00","3,00","16,00","15,00","0,00","1,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Poleň","263,00","43,00","33,00","90,00","73,00","10,00","14,00","Plzeňský kraj","KLATOVY","Klatovy"
"Polepy","1 229,00","166,00","204,00","409,00","384,00","32,00","34,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Polepy","572,00","57,00","76,00","212,00","186,00","18,00","23,00","Středočeský kraj","KOLÍN","Kolín"
"Polerady","217,00","29,00","38,00","72,00","61,00","6,00","11,00","Ústecký kraj","MOST","Most"
"Polerady","219,00","19,00","39,00","70,00","74,00","8,00","9,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Polesí","82,00","18,00","13,00","26,00","18,00","4,00","3,00","Vysočina","PELHŘIMOV","Pelhřimov"
"Polešovice","1 946,00","305,00","268,00","647,00","611,00","54,00","61,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Polevsko","363,00","33,00","61,00","135,00","115,00","6,00","13,00","Liberecký kraj","NOVÝ BOR","Česká Lípa"
"Police","227,00","41,00","30,00","70,00","74,00","6,00","6,00","Olomoucký kraj","MOHELNICE","Šumperk"
"Police","400,00","54,00","55,00","152,00","125,00","7,00","7,00","Vysočina","MORAVSKÉ BUDĚJOVICE","Třebíč"
"Police","526,00","69,00","87,00","178,00","163,00","17,00","12,00","Zlínský kraj","VALAŠSKÉ MEZIŘÍČÍ","Vsetín"
"Police nad Metují","4 289,00","740,00","602,00","1 379,00","1 312,00","143,00","113,00","Královéhradecký kraj","NÁCHOD","Náchod"
"Polička","9 029,00","1 325,00","1 419,00","2 892,00","2 877,00","282,00","234,00","Pardubický kraj","POLIČKA","Svitavy"
"Polkovice","508,00","73,00","99,00","159,00","139,00","20,00","18,00","Olomoucký kraj","PŘEROV","Přerov"
"Polná","5 061,00","678,00","862,00","1 665,00","1 601,00","132,00","123,00","Vysočina","JIHLAVA","Jihlava"
"Polní Chrčice","154,00","34,00","20,00","52,00","39,00","7,00","2,00","Středočeský kraj","KOLÍN","Kolín"
"Polní Voděrady","129,00","17,00","26,00","40,00","36,00","5,00","5,00","Středočeský kraj","KOLÍN","Kolín"
"Polnička","663,00","94,00","104,00","214,00","205,00","24,00","22,00","Vysočina","ŽĎÁR NAD SÁZAVOU","Žďár nad Sázavou"
"Polom","272,00","27,00","60,00","87,00","86,00","5,00","7,00","Olomoucký kraj","HRANICE","Přerov"
"Polom","117,00","19,00","19,00","44,00","35,00","0,00","0,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Polomí","146,00","23,00","15,00","54,00","48,00","2,00","4,00","Olomoucký kraj","KONICE","Prostějov"
"Polště","102,00","21,00","16,00","37,00","25,00","2,00","1,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Pomezí","1 046,00","140,00","202,00","323,00","324,00","29,00","28,00","Pardubický kraj","POLIČKA","Svitavy"
"Pomezí nad Ohří","108,00","9,00","19,00","44,00","33,00","2,00","1,00","Karlovarský kraj","CHEB","Cheb"
"Ponědraž","112,00","24,00","13,00","36,00","32,00","4,00","3,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Ponědrážka","89,00","23,00","8,00","29,00","26,00","1,00","2,00","Jihočeský kraj","TŘEBOŇ","Jindřichův Hradec"
"Ponětovice","324,00","40,00","48,00","102,00","109,00","11,00","14,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Poniklá","1 222,00","203,00","196,00","384,00","370,00","34,00","35,00","Liberecký kraj","JILEMNICE","Semily"
"Popelín","468,00","84,00","62,00","155,00","148,00","9,00","10,00","Jihočeský kraj","JINDŘICHŮV HRADEC","Jindřichův Hradec"
"Popice","934,00","108,00","142,00","322,00","317,00","20,00","25,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Popovice","273,00","59,00","35,00","80,00","79,00","7,00","13,00","Středočeský kraj","BENEŠOV","Benešov"
"Popovice","1 082,00","155,00","154,00","379,00","342,00","25,00","27,00","Zlínský kraj","UHERSKÉ HRADIŠTĚ","Uherské Hradiště"
"Popovice","288,00","41,00","41,00","105,00","89,00","6,00","6,00","Jihomoravský kraj","ŽIDLOCHOVICE","Brno-venkov"
"Popovičky","218,00","26,00","32,00","74,00","79,00","2,00","5,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Popůvky","708,00","94,00","110,00","225,00","245,00","14,00","20,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Popůvky","82,00","21,00","9,00","24,00","20,00","5,00","3,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč"
"Poříčany","2","2","2","2","2","2","2","Středočeský kraj","ČESKÝ BROD","Kolín"
"Poříčí nad Sázavou","1 049,00","147,00","158,00","349,00","334,00","32,00","29,00","Středočeský kraj","BENEŠOV","Benešov"
"Poříčí u Litomyšle","424,00","60,00","72,00","149,00","119,00","13,00","11,00","Pardubický kraj","LITOMYŠL","Svitavy"
"Pošná","230,00","51,00","25,00","77,00","62,00","7,00","8,00","Vysočina","PACOV","Pelhřimov"
"Postoloprty","5 002,00","505,00","1 000,00","1 667,00","1 586,00","124,00","120,00","Ústecký kraj","LOUNY","Louny"
"Poštovice","201,00","42,00","25,00","70,00","58,00","5,00","1,00","Středočeský kraj","SLANÝ","Kladno"
"Postřekov","1 120,00","178,00","147,00","384,00","358,00","32,00","21,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Postřelmov","3 253,00","402,00","487,00","1 069,00","1 109,00","100,00","86,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Postřelmůvek","348,00","54,00","40,00","123,00","116,00","9,00","6,00","Olomoucký kraj","ZÁBŘEH","Šumperk"
"Postřižín","2","2","2","2","2","2","2","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Postupice","1 101,00","158,00","163,00","399,00","330,00","23,00","28,00","Středočeský kraj","BENEŠOV","Benešov"
"Poteč","759,00","98,00","146,00","251,00","233,00","14,00","17,00","Zlínský kraj","VALAŠSKÉ KLOBOUKY","Zlín"
"Potěhy","625,00","59,00","98,00","218,00","221,00","13,00","16,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Potštát","1 200,00","154,00","195,00","395,00","381,00","40,00","35,00","Olomoucký kraj","HRANICE","Přerov"
"Potštejn","914,00","158,00","112,00","290,00","293,00","31,00","30,00","Královéhradecký kraj","RYCHNOV NAD KNĚŽNOU","Rychnov nad Kněžnou"
"Potůčky","384,00","42,00","50,00","140,00","135,00","8,00","9,00","Karlovarský kraj","OSTROV","Karlovy Vary"
"Potvorov","151,00","28,00","20,00","51,00","46,00","3,00","3,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Poustka","112,00","9,00","21,00","43,00","33,00","3,00","3,00","Karlovarský kraj","CHEB","Cheb"
"Pouzdřany","744,00","102,00","116,00","256,00","224,00","20,00","26,00","Jihomoravský kraj","HUSTOPEČE","Břeclav"
"Povrly","2 221,00","272,00","357,00","750,00","726,00","56,00","60,00","Ústecký kraj","ÚSTÍ NAD LABEM","Ústí nad Labem"
"Pozďatín","180,00","28,00","29,00","55,00","50,00","8,00","10,00","Vysočina","TŘEBÍČ","Třebíč"
"Pozděchov","558,00","90,00","89,00","177,00","164,00","19,00","19,00","Zlínský kraj","VSETÍN","Vsetín"
"Pozdeň","400,00","64,00","61,00","139,00","119,00","10,00","7,00","Středočeský kraj","SLANÝ","Kladno"
"Pozlovice","1 184,00","153,00","186,00","387,00","398,00","28,00","32,00","Zlínský kraj","LUHAČOVICE","Zlín"
"Pozořice","2 085,00","324,00","335,00","667,00","644,00","66,00","49,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Práče","800,00","40,00","163,00","284,00","293,00","11,00","9,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Prace","887,00","109,00","151,00","290,00","284,00","24,00","29,00","Jihomoravský kraj","ŠLAPANICE","Brno-venkov"
"Pracejovice","293,00","44,00","47,00","102,00","89,00","6,00","5,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Prachatice","11 743,00","1 308,00","1 788,00","3 952,00","4 074,00","310,00","311,00","Jihočeský kraj","PRACHATICE","Prachatice"
"Prachovice","1 500,00","175,00","242,00","537,00","492,00","29,00","25,00","Pardubický kraj","CHRUDIM","Chrudim"
"Prackovice nad Labem","549,00","73,00","92,00","190,00","160,00","18,00","16,00","Ústecký kraj","LOVOSICE","Litoměřice"
"Prádlo","214,00","46,00","23,00","62,00","65,00","11,00","7,00","Plzeňský kraj","NEPOMUK","Plzeň-jih"
"Prakšice","973,00","141,00","168,00","330,00","279,00","27,00","28,00","Zlínský kraj","UHERSKÝ BROD","Uherské Hradiště"
"Prameny","148,00","5,00","20,00","62,00","59,00","1,00","1,00","Karlovarský kraj","MARIÁNSKÉ LÁZNĚ","Cheb"
"Prasek","584,00","86,00","93,00","194,00","185,00","14,00","12,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové"
"Praskačka","934,00","136,00","138,00","310,00","299,00","24,00","27,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Prasklice","245,00","66,00","34,00","64,00","68,00","7,00","6,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Praskolesy","841,00","122,00","116,00","294,00","246,00","33,00","30,00","Středočeský kraj","HOŘOVICE","Beroun"
"Přáslavice","1 284,00","164,00","213,00","426,00","424,00","31,00","26,00","Olomoucký kraj","OLOMOUC","Olomouc"
"Pravčice","715,00","100,00","111,00","248,00","226,00","15,00","15,00","Zlínský kraj","KROMĚŘÍŽ","Kroměříž"
"Pravice","310,00","43,00","50,00","111,00","101,00","4,00","1,00","Jihomoravský kraj","ZNOJMO","Znojmo"
"Pravlov","525,00","56,00","84,00","186,00","170,00","15,00","14,00","Jihomoravský kraj","IVANČICE","Brno-venkov"
"Pravonín","555,00","88,00","93,00","182,00","167,00","17,00","8,00","Středočeský kraj","VLAŠIM","Benešov"
"Pravy","91,00","15,00","16,00","30,00","26,00","0,00","4,00","Pardubický kraj","PARDUBICE","Pardubice"
"Pražmo","977,00","109,00","161,00","333,00","322,00","27,00","25,00","Moravskoslezský kraj","FRÝDEK-MÍSTEK","Frýdek-Místek"
"Přeborov","135,00","21,00","16,00","47,00","45,00","3,00","3,00","Jihočeský kraj","MILEVSKO","Písek"
"Přebuz","86,00","22,00","6,00","25,00","27,00","2,00","4,00","Karlovarský kraj","KRASLICE","Sokolov"
"Přechovice","101,00","19,00","14,00","35,00","28,00","3,00","2,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Přeckov","73,00","11,00","14,00","22,00","22,00","1,00","3,00","Vysočina","TŘEBÍČ","Třebíč"
"Předboj","405,00","61,00","70,00","124,00","136,00","9,00","5,00","Středočeský kraj","BRANDÝS N.L.-ST.BOLES","Praha-východ"
"Předenice","174,00","25,00","23,00","56,00","56,00","7,00","7,00","Plzeňský kraj","PŘEŠTICE","Plzeň-jih"
"Předhradí","475,00","93,00","66,00","149,00","128,00","13,00","26,00","Pardubický kraj","CHRUDIM","Chrudim"
"Předín","722,00","112,00","140,00","225,00","213,00","22,00","10,00","Vysočina","TŘEBÍČ","Třebíč"
"Předklášteří","1 444,00","262,00","196,00","436,00","464,00","43,00","43,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Předměřice nad Jizerou","702,00","86,00","96,00","233,00","256,00","18,00","13,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Předměřice nad Labem","1 764,00","204,00","309,00","598,00","577,00","38,00","38,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Předmíř","313,00","44,00","41,00","112,00","97,00","11,00","8,00","Jihočeský kraj","BLATNÁ","Strakonice"
"Přední Výtoň","226,00","19,00","30,00","85,00","74,00","6,00","12,00","Jihočeský kraj","ČESKÝ KRUMLOV","Český Krumlov"
"Přední Zborovice","57,00","21,00","1,00","16,00","17,00","0,00","2,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Předotice","414,00","86,00","56,00","132,00","116,00","13,00","11,00","Jihočeský kraj","PÍSEK","Písek"
"Předslav","698,00","109,00","109,00","224,00","229,00","15,00","12,00","Plzeňský kraj","KLATOVY","Klatovy"
"Předslavice","241,00","55,00","26,00","79,00","68,00","5,00","8,00","Jihočeský kraj","STRAKONICE","Strakonice"
"Přehořov","335,00","50,00","59,00","112,00","100,00","7,00","7,00","Jihočeský kraj","SOBĚSLAV","Tábor"
"Přehvozdí","190,00","22,00","33,00","57,00","64,00","6,00","8,00","Středočeský kraj","ČESKÝ BROD","Kolín"
"Přehýšov","597,00","68,00","88,00","170,00","226,00","25,00","20,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Přelíc","325,00","55,00","46,00","102,00","103,00","8,00","11,00","Středočeský kraj","SLANÝ","Kladno"
"Přelouč","8 467,00","1 283,00","1 206,00","2 751,00","2 717,00","266,00","244,00","Pardubický kraj","PŘELOUČ","Pardubice"
"Přelovice","190,00","32,00","23,00","62,00","63,00","4,00","6,00","Pardubický kraj","PŘELOUČ","Pardubice"
